productID,UPC,productName,quantityNeeded,quantityOnHand,minimumQuantity,brandName,category,storageLocation,store,addressLine1,addressLine2,city,stateAbbrev,zipCode
323444,333831036,"Cheese, ricotta, whole milk",2,0,1,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171257,333831056,"Cream, sour, cultured",2,2,2,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170869,333831074,"Sour cream, imitation, cultured",1,1,1,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
321359,333831079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",2,1,1,generic,Dairy,Refrigerator,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
170874,333831088,"Milk, buttermilk, fluid, cultured, lowfat",2,1,1,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170881,333831104,"Milk, chocolate, lowfat, with added vitamin A and vitamin D",1,1,1,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171278,333831106,"Milk, goat, fluid, with added vitamin D",2,2,2,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171284,333831116,"Yogurt, plain, whole milk",2,1,1,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170887,333831118,"Yogurt, plain, skim milk",2,2,2,generic,Dairy,Refrigerator,Trader Joe's,2285 NW 185th Ave,null,Hillsboro,OR,97124
172189,333831138,"Egg, duck, whole, fresh, raw",2,2,2,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
173455,333831215,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",2,2,2,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172223,333831228,"Cheese, fresh, queso fresco",2,1,1,generic,Dairy,Refrigerator,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
170903,333831287,"Yogurt, Greek, plain, lowfat",3,3,3,generic,Dairy,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171326,333832025,"Spices, nutmeg, ground",2,1,1,generic,Herbs & Spices,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171332,333832035,"Spices, pumpkin pie spice",2,1,1,generic,"Seasoning Mixes, Salts, Marinades & Tenderizers",Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
170935,333832038,"Spices, sage, ground",2,0,1,generic,Herbs & Spices,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172248,333833013,"Babyfood, meat, chicken, junior",3,3,3,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172269,333833082,"Babyfood, dinner, turkey and rice, strained",2,0,1,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170950,333833145,"Babyfood, fruit, applesauce and cherries, junior",2,0,1,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170956,333833163,"Babyfood, fruit, bananas with apples and pears, strained",2,1,1,generic,Baby Food,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
171352,333833168,"Babyfood, juice, apple and peach",3,3,3,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171358,333833181,"Babyfood, cereal, barley, dry fortified",3,2,2,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170966,333833187,"Babyfood, cereal, mixed, with applesauce and bananas, strained",3,2,2,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170978,333833222,"Babyfood, cherry cobbler, junior",2,0,1,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170982,333833233,"Babyfood, dessert, fruit pudding, pineapple, strained",2,0,1,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172284,333833283,"Babyfood, vegetables, garden vegetable, strained",2,2,2,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
173561,333833950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",3,2,2,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171388,333833964,"Babyfood, fortified cereal bar, fruit filling",3,2,2,generic,Baby Food,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170994,333833986,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Newborn, ready-to-feed",2,2,2,generic,Baby Food,Pantry,Trader Joe's,2285 NW 185th Ave,null,Hillsboro,OR,97124
170998,333833994,"Babyfood, fruit, banana and strawberry, junior",2,2,2,generic,Baby Food,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
171007,333834022,"Salad dressing, russian dressing, low calorie",3,2,2,generic,Salad Dressing & Mayonnaise,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171409,333834030,"Sandwich spread, with chopped pickle, regular, unspecified oils",3,3,3,generic,Sauces/Spreads/Dips/Condiments,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171410,333834042,"Oil, peanut, salad or cooking",2,1,1,generic,Vegetable & Cooking Oils,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
171019,333834114,"Salad dressing, italian dressing, commercial, regular",2,1,1,generic,Salad Dressing & Mayonnaise,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
171430,333834679,"Oil, PAM cooking spray, original",2,2,2,generic,Vegetable & Cooking Oils,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
173630,333835103,"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
172412,333835147,"Goose, domesticated, meat and skin, cooked, roasted",2,2,2,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
171081,333835165,"Turkey, whole, meat and skin, raw",1,1,1,generic,Meat/Poultry/Other Animals Fresh,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
171109,333835310,"Chicken, cornish game hens, meat only, cooked, roasted",2,1,1,generic,Meat/Poultry/Other Animals Fresh,Chest Freezer,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
174498,333835677,"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",2,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172869,333835705,"Turkey, whole, meat only, with added solution, roasted",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171131,333835728,"Turkey, thigh, from whole bird, meat only, with added solution, roasted",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171137,333835743,"Turkey, retail parts, thigh, meat and skin, cooked, roasted",2,2,2,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
171151,333836027,"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve",2,2,2,generic,Canned Soup,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171164,333836072,"Soup, vegetable with beef broth, canned, condensed",1,1,1,generic,Canned Soup,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
174523,333836150,"Sauce, barbecue",3,2,2,generic,Sauces/Spreads/Dips/Condiments,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
174529,333836176,"Sauce, oyster, ready-to-serve",2,0,1,generic,"Oriental, Mexican & Ethnic Sauces",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
174531,333836179,"Sauce, fish, ready-to-serve",2,1,1,generic,Sauces/Spreads/Dips/Condiments,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
174539,333836230,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",2,1,1,generic,Canned Soup,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
172922,333836475,"Soup, beef broth or bouillon, powder, prepared with water",1,1,1,generic,Canned Soup,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
174569,333836498,"Soup, tomato, dry, mix, prepared with water",1,1,1,generic,"Seasoning Mixes, Salts, Marinades & Tenderizers",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171177,333836583,"Soup, ramen noodle, any flavor, dry",1,1,1,generic,Canned Soup,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
171583,333836700,"Soup, vegetable broth, ready to serve",2,1,1,generic,Canned Soup,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
172012,333837007,"Bologna, beef",2,2,2,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
332397,333837028,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",3,2,2,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
173866,333837031,Ham salad spread,3,2,2,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172942,333837083,"Sausage, Vienna, canned, chicken, beef, pork",2,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
171652,333838073,"Cereals ready-to-eat, POST, GOLDEN CRISP",1,1,1,generic,Cereal,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
173000,333838500,"Cereals ready-to-eat, MALT-O-MEAL, Frosted Mini SPOONERS",2,1,1,generic,Cereal,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
173015,333838633,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS with vanilla bunches",2,2,2,generic,Cereal,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
171715,333839060,"Carambola, (starfruit), raw",3,3,3,generic,Produce,Refrigerator,Blooming Junction,35105 NW Zion Church Rd,null,Cornelius,OR,97113
325287,333839123,"Grapefruit juice, white, canned or bottled, unsweetened",3,2,2,generic,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
169925,333839221,"Tangerine juice, raw",2,1,1,generic,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Refrigerator,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
169118,333839252,"Pears, raw",3,3,3,generic,Produce,Refrigerator,Blooming Junction,35105 NW Zion Church Rd,null,Cornelius,OR,97113
169134,333839286,"Pomegranates, raw",2,2,2,generic,Produce,Refrigerator,Blooming Junction,35105 NW Zion Church Rd,null,Cornelius,OR,97113
167781,333839426,Candied fruit,3,2,2,generic,Candy,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
167792,333839452,Orange Pineapple Juice Blend,2,1,1,generic,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Refrigerator,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
638834,1121307374,"SPAGHETTI, ENRICHED MACARONI PRODUCT, TRADITIONAL",3,2,2,SPARTAN,Pasta by Shape & Type,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
1049735,2060140761,"BEEF CULINARY STOCK, BEEF",1,1,1,Rafael Padilla & Cia S. En C.,Canned Soup,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
656954,2114012854,"SEASONING MIX, TACO",1,1,1,"Winn-Dixie Stores, Inc.","Seasoning Mixes, Salts, Marinades & Tenderizers",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
703262,2362708016,"ORIGINAL HOT SAUCE, ORIGINAL",3,1,2,Festive Finer Foods,"Ketchup, Mustard, BBQ & Cheese Sauce",Pantry,Walmart,220 N Adair St,null,Cornelius,OR,97113
575970,2362753177,CALIFORNIA BLEND,2,1,1,A AVENUE,Frozen Vegetables,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
168221,3338310007,"Pork, fresh, separable fat, cooked",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
168223,3338310009,"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",3,2,2,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
167847,3338310078,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
168312,3338310218,"Pork, fresh, loin, tenderloin, separable lean and fat, raw",1,1,1,generic,Meat/Poultry/Other Animals Fresh,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
169160,3338310905,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
170381,3338311096,"Broccoli raab, raw",3,2,2,generic,Produce,Refrigerator,Blooming Junction,35105 NW Zion Church Rd,null,Cornelius,OR,97113
170396,3338311128,"Carrots, canned, regular pack, drained solids",1,1,1,generic,Canned Vegetables,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
169991,3338311147,"Chard, swiss, raw",3,2,2,generic,Produce,Refrigerator,Blooming Junction,35105 NW Zion Church Rd,null,Cornelius,OR,97113
170402,3338311149,"Chayote, fruit, raw",2,2,2,generic,Produce,Refrigerator,Blooming Junction,35105 NW Zion Church Rd,null,Cornelius,OR,97113
169996,3338311164,"Collards, frozen, chopped, cooked, boiled, drained, without salt",1,1,1,generic,Frozen Vegetables,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
169226,3338311207,"Dandelion greens, raw",1,1,1,generic,Produce,Refrigerator,Blooming Junction,35105 NW Zion Church Rd,null,Cornelius,OR,97113
168413,3338311214,"Escarole, cooked, boiled, drained, no salt added",2,1,1,generic,Produce,Refrigerator,Blooming Junction,35105 NW Zion Church Rd,null,Cornelius,OR,97113
169251,3338311260,"Mushrooms, white, raw",2,1,1,generic,Produce,Refrigerator,Blooming Junction,35105 NW Zion Church Rd,null,Cornelius,OR,97113
170418,3338311303,"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",3,3,3,generic,Frozen Vegetables,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170419,3338311304,"Peas, green, raw",3,2,2,generic,Produce,Refrigerator,Blooming Junction,35105 NW Zion Church Rd,null,Cornelius,OR,97113
170433,3338311351,"Pokeberry shoots, (poke), cooked, boiled, drained, without salt",2,1,1,generic,Canned Fruit,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
168483,3338311508,"Sweet potato, cooked, baked in skin, flesh, without salt",2,0,1,generic,Pre-Packaged Fruit & Vegetables,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170458,3338311540,"Tomato juice, canned, with salt added",1,1,1,generic,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Refrigerator,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
170490,3338311644,"Squash, winter, all varieties, cooked, baked, without salt",2,1,1,generic,Pre-Packaged Fruit & Vegetables,Refrigerator,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
170491,3338311655,"Carrot juice, canned",1,1,1,generic,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Refrigerator,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
170563,3338312037,"Seeds, sunflower seed kernels, dry roasted, without salt",3,2,2,generic,Snacks,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170567,3338312061,"Nuts, almonds",1,1,1,generic,"Chips, Pretzels & Snacks",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
170182,3338312142,"Nuts, pecans",2,2,2,generic,Snacks,Pantry,Trader Joe's,2285 NW 185th Ave,null,Hillsboro,OR,97124
168598,3338312632,"Nuts, macadamia nuts, dry roasted, with salt added",2,0,1,generic,"Chips, Pretzels & Snacks",Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
168669,3338313812,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
168695,3338313865,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
168718,3338313912,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
169575,3338314013,"Alcoholic beverage, beer, light, low carb",1,1,1,generic,Alcohol,Liquor Cabinet,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
174108,3338314021,"Beverages,  Energy drink, Citrus",1,1,1,generic,Beverages,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
174815,3338314037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",1,1,1,generic,Alcohol,Liquor Cabinet,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
173170,3338314044,"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",1,1,1,generic,Beverages,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
173171,3338314045,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",2,2,2,generic,Beverages,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
173175,3338314056,"Beverages, Acai berry drink, fortified",1,1,1,generic,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Refrigerator,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
173181,3338314067,"Beverages, Protein powder soy based",1,1,1,generic,Beverages,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
173185,3338314084,"Alcoholic beverage, wine, table, all",2,2,2,generic,Alcohol,Liquor Cabinet,Trader Joe's,2285 NW 185th Ave,null,Hillsboro,OR,97124
174116,3338314171,"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",1,1,1,generic,Beverages,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
171886,3338314196,"Beverages, Cocoa mix, no sugar added, powder",2,0,1,generic,Beverages,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
174127,3338314204,"Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener",2,1,1,generic,Beverages,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
173230,3338314366,"Beverages, tea, instant, unsweetened, powder",1,1,1,generic,Beverages,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
173647,3338314411,"Beverages, water, tap, drinking",2,2,2,generic,Beverages,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
175105,3338314436,"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",2,2,2,generic,Beverages,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
171943,3338314640,"Beverages, Energy drink, VAULT, citrus flavor",1,1,1,generic,Beverages,Pantry,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
171945,3338314648,"Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin",2,0,1,generic,Beverages,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
175123,3338315055,"Fish, mullet, striped, raw",3,2,2,generic,Meat/Poultry/Other Animals Fresh,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
174207,3338315146,"Crustaceans, crayfish, mixed species, wild, cooked, moist heat",1,1,1,generic,Meat/Poultry/Other Animals  Prepared/Processed,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
174212,3338315155,"Mollusks, abalone, mixed species, raw",2,0,1,generic,Meat/Poultry/Other Animals Fresh,Chest Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
173756,3338316056,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",3,2,2,generic,Canned & Bottled Beans,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172430,3338316087,"Peanuts, all types, raw",2,2,2,generic,Snacks,Pantry,Trader Joe's,2285 NW 185th Ave,null,Hillsboro,OR,97124
324860,3338316098,"Peanut butter, smooth style, with salt (Includes foods for USDA's Food Distribution Program)",3,2,2,generic,Sauces/Spreads/Dips/Condiments,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172440,3338316110,"Soybeans, mature seeds, roasted, salted",2,2,2,generic,Snacks,Pantry,Trader Joe's,2285 NW 185th Ave,null,Hillsboro,OR,97124
174287,3338316147,"Veggie burgers or soyburgers, unprepared",3,2,2,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
174325,3338317038,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",2,2,2,generic,Meat/Poultry/Other Animals Fresh,Chest Freezer,Trader Joe's,2285 NW 185th Ave,null,Hillsboro,OR,97124
175295,3338317151,"Game meat, beaver, cooked, roasted",3,3,3,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
175298,3338317159,"Game meat, boar, wild, cooked, roasted",2,2,2,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator-Freezer,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
173854,3338317163,"Game meat, caribou, cooked, roasted",1,1,1,generic,Meat/Poultry/Other Animals Fresh,Chest Freezer,Target,"2295 SE Tualatin Valley Hwy,",null,Hillsboro,OR,97123
174348,3338317181,"Game meat, rabbit, wild, cooked, stewed",3,3,3,generic,Meat/Poultry/Other Animals  Prepared/Processed,Refrigerator,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172673,3338318027,"Bread, egg",2,2,2,generic,Breads & Buns,Pantry,Fred Meyer,2200 E Baseline St,null,Cornelius,OR,97113
172686,3338318064,"Bread, wheat",2,1,1,generic,Breads & Buns,Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
174939,3338318110,"Cake, fruitcake, commercially prepared",2,2,2,generic,"Cakes, Cupcakes, Snack Cakes",Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
174945,3338318141,"Cake, yellow, commercially prepared, with vanilla frosting",2,2,2,generic,"Cakes, Cupcakes, Snack Cakes",Pantry,Trader Joe's,2285 NW 185th Ave,null,Hillsboro,OR,97124
174947,3338318144,"Cake, yellow, enriched, dry mix",2,2,2,generic,"Cake, Cookie & Cupcake Mixes",Pantry,Whole Foods Market,9940 NE Cornell Rd,null,Hillsboro,OR,97124
