,productID,UPC,productName,category,brandName
16,798815,38000786471,SWEETENED TOASTED RICE CEREAL,Cereal,The Kellogg Company 
17,451967,810671031452,PINK CURING SALT,"Seasoning Mixes, Salts, Marinades & Tenderizers",WESTON
18,742574,85239052860,BLACK CHIA SEEDS,Other Grains & Seeds,GOOD & GATHER
19,593882,819185020310,MIGHTY MUFFIN,"Croissants, Sweet Rolls, Muffins & Other Pastries",FLAP JACKED
20,416323,42704044829,PREMIUM CREAMY CHOCOLATE,Chocolate,Cumberland Farms Dairy Inc
21,878806,29000022027,HEAT PEANUTS,"Popcorn, Peanuts, Seeds & Related Snacks",Nabisco Food Company
22,596698,6936756221076,LOLLIPOP RINGS,Candy,AMO'S
23,1011611,75450226973,PINEAPPLE TIDBITS IN LIGHTLY SWEETENED COCONUT WATER,Canned Fruit,"Hy-Vee, Inc."
24,457232,795436000228,SWEET & SOUR BLUEGRASS CHUTNEY,"Pickles, Olives, Peppers & Relishes",APPLECREEK SPECIALTY FOODS
25,516693,828686020835,"JALAPENO AND CHEDDAR, PORK & BEEF SMOKED SAUSAGE","Sausages, Hotdogs & Brats",KC MASTERPIECE
26,810474,39400018803,BUSH'S Black Beans 15 oz,Vegetables  Prepared/Processed,Bush Brothers And Company
27,487633,727888401049,FLOUR TORTILLAS,Mexican Dinner Mixes,"Robert Berber & Sons, Inc."
28,775320,73731008201,FAJITA FLOUR TORTILLAS,Mexican Dinner Mixes,Mission Foods Inc 
29,404246,52100106212,DARK CHILI POWDER,Herbs & Spices,"McCormick & Company, Inc."
30,1057347,644209290246,LITE SYRUP,Syrups & Molasses,Pinnacle Foods Group LLC
31,427387,76081211918,"PETRI, OLD FASHIONED SOFT COOKIES, ICED LEMON",Cookies & Biscuits,"Petri Baking Products, Inc."
32,402077,8805167020067,"SSANGGYE TEA, PERSIMMON LEAF TEA",Tea Bags,SSANGGYE TEA
33,446017,811892027002,"CABO FRESH, GUACAMOLE SNACK","Seasoning Mixes, Salts, Marinades & Tenderizers",Cabo Fresh
34,1016685,41498174897,"STRAWBERRY CRUNCH BARS, STRAWBERRY",Ice Cream & Frozen Yogurt,Aldi Inc.
35,819568,72273387652,BLACK BEANS,Canned & Bottled Beans,"Faribault Foods, Inc."
36,557981,804879460510,HOT SAUCE,"Ketchup, Mustard, BBQ & Cheese Sauce","Mozian & Associates, Inc."
37,448004,24600013321,IODIZED SALT,"Seasoning Mixes, Salts, Marinades & Tenderizers","Morton Salt, Inc."
38,625916,722252600417,"CHOCOLATE PEANUT BUTTER PROTEIN BARS, CHOCOLATE PEANUT BUTTER","Snack, Energy & Granola Bars",Clif Bar and Company
39,379613,41497032556,MIXED VEGETABLES,Frozen Vegetables,"Weis Markets, Inc."
40,974187,11210006706,"SWEET & SPICY PEPPER SAUCE, SWEET & SPICY PEPPER","Ketchup, Mustard, BBQ & Cheese Sauce",McIlhenny Company
41,1048533,71441709678,"BLACK RASPBERRY ICE CREAM, BLACK RASPBERRY",Ice Cream & Frozen Yogurt,HP Hood LLC
42,918212,41755002192,"ISLAND BLEND PINEAPPLE ORANGE COCONUT JUICE COCKTAIL FROM CONCENTRATE, ISLAND BLEND PINEAPPLE ORANGE COCONUT","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Langer Juice Company, Inc."
43,675652,11225120176,SPRING GREEN SANDING SUGAR,Baking Decorations & Dessert Toppings,OVER THE TOP
44,419447,42726180345,"HALL OF FAME, GUMMI SOUR WORMS",Candy,Hall Of Fame Candy/nuts Inc
45,447067,765670032101,GRANOLA,Cereal,Anahola Granola
46,685560,70253298868,"STRAWBERRY FROSTED TOASTER PASTRIES, STRAWBERRY","Croissants, Sweet Rolls, Muffins & Other Pastries",Nash Finch Company
47,356694,49568710129,VEGENAISE GOURMET FRY SAUCE & SPREAD,"Ketchup, Mustard, BBQ & Cheese Sauce",Earth Island
48,1061273,811452030046,"CASHEW BLUEBERRY ORGANIC PLANT PROTEIN FROM NUTS & SEEDS, CASHEW BLUEBERRY","Popcorn, Peanuts, Seeds & Related Snacks",TOSI
49,729394,42400320425,CREAMERY COOKIE DOUGH FLAVORED CEREAL WITH MARSHMALLOWS,Cereal,MOM Brands Company
50,450300,76310445008,LIGHT ICE CREAM,Ice Cream & Frozen Yogurt,United Dairy Farmers Inc
51,544525,28989101020,VEGGIE PATTIES,Vegetarian Frozen Meats,Worthington Foods Inc.
52,596548,36800444911,FINELY SHREDDED MEDIUM CHEDDAR CHEESE,Cheese,"Topco Associates, Inc."
53,491110,725439990387,THAIGER SWEET CHILI SAUCE,"Ketchup, Mustard, BBQ & Cheese Sauce","Delhaize America, Inc."
54,414167,665591893068,MUSTARD,"Ketchup, Mustard, BBQ & Cheese Sauce","Blues Hog, LLC"
55,490080,21130046010,SMOKED PASTEURIZED PROCESSED GOUDA CHEESE PRODUCT SLICED,Cheese,"Safeway, Inc."
56,735942,40000549079,"ENGLISH TOFFEE PEANUT CHOCOLATE CANDIES, ENGLISH TOFFEE PEANUT","Popcorn, Peanuts, Seeds & Related Snacks",Mars Chocolate North America LLC
57,919966,899587000226,"CHOCOLATE COCONUT CASHEW FRUIT, NUT & SEED BAR, CHOCOLATE COCONUT CASHEW","Snack, Energy & Granola Bars","Raw Indulgence, Ltd."
58,610504,41196911817,Progresso Vegetable Classics Lentil with Roasted Vegetables Soup,Prepared Soups,GENERAL MILLS SALES INC.
59,456518,86854063866,1% LOW FAT MILK,Milk,Ingles Markets Inc.
60,585620,817596020509,CRAFT CHOCOLATE,Chocolate,GOODIO
61,391699,861020000247,CHEESE FROM TREES,Cheese,La Femme Cooks
62,491194,888670044568,LIGHTLY BREADED TOASTED RAVIOLI,Frozen Appetizers & Hors D'oeuvres,BJ's Wholesale Club / Corporate Brands
63,643318,74175681548,"SUPER SWEET WHOLE KERNEL CORN, SUPER SWEET",Canned Vegetables,STATER BROS.
64,417123,78742096612,TRAIL MIX,"Popcorn, Peanuts, Seeds & Related Snacks","Wal-Mart Stores, Inc."
65,1008697,78742126555,PREMIUM SNAPPER FILLETS,Frozen Fish & Seafood,"Wal-Mart Stores, Inc."
66,1023829,78742299815,"PEPPERMINT BARK PARTY BOWL, PEPPERMINT BARK","Popcorn, Peanuts, Seeds & Related Snacks","Wal-Mart Stores, Inc."
67,858060,75450102291,"MINT CHIP ICE CREAM, MINT CHIP",Ice Cream & Frozen Yogurt,"Hy-Vee, Inc."
68,740524,24100114825,"CHEESY, THIN & CRISPY DOUBLE CHEESE BAKED IN & ON TOP SNACKS, DOUBLE CHEESE",Flavored Snack Crackers,"Sunshine Biscuits, Inc."
69,416586,70253110412,"OUR FAMILY, DRINK MIX, SALTED CARAMEL HOT COCOA",Powdered Drinks,Nash Finch Company
70,593019,70847030416,ENERGY DRINK,Soda,Monster Energy Company
71,1006373,22174016045,"ROASTED GARLIC & HERB INJECTABLE MARINADE, ROASTED GARLIC & HERB","Seasoning Mixes, Salts, Marinades & Tenderizers","McCormick & Company, Inc."
72,817694,727766043767,"MCCADAM CHEESE, CHEDDAR CHEESE, CHEDDAR, CHEDDAR",Cheese,"Agri-Mark, Inc."
73,579293,41498252618,OKTOBERFEST SALAMI,"Pepperoni, Salami & Cold Cuts",Aldi-Benner Company
74,970845,36800406704,LOW SODIUM SWEET PEAS,Canned Vegetables,"Topco Associates, Inc."
75,618498,47800330210,"MAPLE BAKED BEANS WITH MAPLE SYRUP, MOLASSES & SPICES, MAPLE",Canned & Bottled Beans,"B&G Foods, Inc."
76,391435,42400220879,SWEETENED CORN PUFF CEREAL WITH REAL PEANUT BUTTER,Cereal,MOM Brands Company
77,403812,70328160038,GARLIC & HERB SEASONING,Herbs & Spices,Baltimore Spice Co
78,542660,74570044009,ICE CREAM,Ice Cream & Frozen Yogurt,"The Haagen-Dazs Company, Inc."
79,434329,614156061947,"UNCLE RAY'S, CORN CHIPS","Chips, Pretzels & Snacks","Uncle Rays, LLC"
80,501444,833272000245,WHITE BALSAMIC DRESSING,Salad Dressing & Mayonnaise,Mussini Srl
81,655878,14500024329,"LIGHTLY SAUCED ROASTED RED POTATOES & GREEN BEANS WITH PARMESAN GARLIC SAUCE, PARMESAN GARLIC SAUCE",Frozen Vegetables,Pinnacle Foods Group LLC
82,456236,75450134728,SELECT SUNRISE BLEND WITH QUINOA FLAKES,Other Grains & Seeds,"Hy-Vee, Inc."
83,441200,35826059321,EXTRA SHARP CHEDDAR CHEESE,Cheese,Food Town Stores Inc.
84,656824,41303026151,"VANILLA BLENDED LOWFAT YOGURT, VANILLA",Yogurt,"Supervalu, Inc."
85,584871,853958003285,ORGANIC SPROUTED RAW MINERAL RICH CRUSTS,Other Snacks,MAUK FAMILY FARMS
86,892892,745367392251,SPRINKLES & CONFETTI BLEND,Baking Decorations & Dessert Toppings,WONDERSHOP
87,1007453,46704068403,"CHEDDAR & BACON POTATO SKINS STUFFED WITH CHEDDAR CHEESE AND APPLEWOOD SMOKED BACON, CHEDDAR & BACON",Frozen Appetizers & Hors D'oeuvres,Kraft Heinz Foods Company
88,864384,21908459882,"HONEY OAT CRUNCH CEREAL, HONEY OAT CRUNCH",Cereal,"Small Planet Foods, Inc."
89,405830,733549030251,DARK PECAN SNAPPER ASSORTMENT,Chocolate,"Savory Foods, Inc."
90,407892,74807082637,"WHITE ROSE, BUTTER POPCORN","Popcorn, Peanuts, Seeds & Related Snacks",White Rose Food Corp.
91,527323,18894103288,MILD BANANA PEPPERS,"Pickles, Olives, Peppers & Relishes","Big Y Foods, Inc."
92,852112,38000137174,"FROSTED BROWN SUGAR CINNAMON TOASTER PASTRIES, FROSTED BROWN SUGAR CINNAMON","Croissants, Sweet Rolls, Muffins & Other Pastries",The Kellogg Company 
93,988463,70038644149,AMERICAN PASTEURIZED PREPARED CHEESE PRODUCT,Cheese,"Associated Wholesale Grocers, Inc."
94,432447,613008719760,ICED TEA,Iced & Bottle Tea,Ferolito Vultaggio & Sons
95,773456,708615701281,GUMMI BEARS,Candy,Krause Gentle Corporation
96,567556,42421151855,ORGANIC MONTEREY JACK CHEESE,Cheese,"Boar's Head Provision Co., Inc."
97,703170,850171005560,"PROTEIN COOKIE & BAKING MIX, CHOCOLATE CHIP","Cake, Cookie & Cupcake Mixes","JaceyCakes, LLC"
98,876716,74175501266,"SOUR CREAM & ONION POTATO CHIPS, SOUR CREAM & ONION","Chips, Pretzels & Snacks",Stater Bros. Markets Inc.
99,1029599,41420040641,"STRAWBERRY, BLUEBERRY, RASPBERRY, BLACKBERRY & BERRY PUNCH VERY BERRY CONVERSATION HEARTS CANDY, STRAWBERRY, BLUEBERRY, RASPBERRY, BLACKBERRY & BERRY PUNCH",Candy,Ferrara Candy Company
100,1075579,854126008309,"SPAGHETTI STYLE PLANT BASED NOODLES, SPAGHETTI STYLE",Canned Soup,Strumba Media LLC
101,637748,711535507307,"PEANUT BUTTER & COCOA DOTS ORGANIC CORN, WHOLE OAT & RICE FLOUR CEREAL, PEANUT BUTTER & COCOA DOTS",Cereal,Star Markets Co.
102,1006429,17400106355,"SPICY YELLOW SEASONINGS & LONG GRAIN RICE, SPICY",Flavored Rice Dishes,Riviana Foods Inc.
103,687998,15400862363,"KOO-KIES! SWEETENED CORN CEREAL, KOO-KIES!",Cereal,SHURFINE
104,398136,71725747495,MIXED RICE CRACKERS,Crackers & Biscotti,AMERICAN IMPORTING CO.
105,1086697,888849000029,"COOKIES & CREAM FLAVOR PROTEIN BARS, COOKIES & CREAM","Snack, Energy & Granola Bars","Quest Nutrition, LLC"
106,642520,16073521441,"PROTEIN PLUS CASHEW BUTTER WITH CASHEWS, APPLES & RAISINS NUTS ABOUT ENERGY BALLS, PROTEIN PLUS CASHEW BUTTER WITH CASHEWS, APPLES & RAISINS","Popcorn, Peanuts, Seeds & Related Snacks",BETTY LOU'S
107,401710,11213162942,"SPARTAN, BAKING CHIPS, BUTTERSCOTCH",Baking Decorations & Dessert Toppings,SPARTAN
108,901692,853738007069,"KIDS WATER FRUIT PUNCH, FRUIT PUNCH",Water,RETHINK
109,943558,70074676265,"ORIGINAL VANILLA NUTRITION SHAKE, ORIGINAL VANILLA","Energy, Protein & Muscle Recovery Drinks",Abbott Laboratories Inc 
110,857422,70784192260,SLICED BEETS,Canned Vegetables,"Tops Markets, LLC"
111,771644,49000072723,"Hubert's Pineapple Ginger Lemonade Glass Bottle, 16 fl oz",Non Alcoholic Beverages  Ready to Drink,The Coca-Cola Company-0049000000016
112,1009413,50000657155,"HONEY PECAN ALL NATURAL CREAMER, HONEY PECAN",Milk Additives,Nestle USA Inc.
113,519316,86700922019,ORGANIC SUNNY BEARS,Candy,Falcon Trading Company Inc.
114,869346,74956185203,LEAN BEEF SALAMI,"Pepperoni, Salami & Cold Cuts","Conagra Brands, Inc."
115,677636,818780016711,"SEA SALT POPCORN, SEA SALT","Popcorn, Peanuts, Seeds & Related Snacks","Angie's Artisan Treats, LLC"
116,358372,53351900550,ZERO-CALORIE SWEETENER MADE WITH ASPARTAME,"Granulated, Brown & Powdered Sugar",Merisant Company
117,1059593,7789034977,BABY ARUGULA,Pre-Packaged Fruit & Vegetables,"Wegmans Food Markets, Inc. "
118,928976,21130133536,"UNICORN COTTON CANDY ICE CREAM, UNICORN",Ice Cream & Frozen Yogurt,"Safeway, Inc."
119,408997,6111249930264,"SABRI, SARDINES IN OLIVE OIL",Canned Seafood,SABRI
120,1076345,70470158624,"RASPBERRY YOGURT, RASPBERRY",Yogurt,Yoplait USA
121,958853,76549104103,"VERACRUZ, CHILI & SPICES, CUMIN, WHOLE",Herbs & Spices,"Tampico Spice Co., Inc."
122,490014,19521550031,UNFILTERED EXTRA VIRGIN OLIVE OIL,Vegetable & Cooking Oils,Carapelli Firenze Spa
123,1061939,691535503038,"PEANUT BUTTER CHOCOLATE PROTEIN BARS, PEANUT BUTTER CHOCOLATE","Snack, Energy & Granola Bars","Lifestyle Evolution, Inc."
124,1019641,75450000399,"ORGANIC TRADITIONAL BRONZE CUT MACARONI PRODUCT, FUSILLI",Pasta by Shape & Type,"Hy-Vee, Inc."
125,885154,36800446649,"STARLIGHT MINTS CANDIES, STARLIGHT MINTS",Candy,"Topco Associates, Inc."
126,1071117,72410630207,"CREAM CAFFEINE FREE SODA, CREAM",Soda,Dads Root Beer Company Div
127,519537,19061193781,JORDAN ALMONDS,"Popcorn, Peanuts, Seeds & Related Snacks",RIVERTRAIL FOODS
128,503895,44000046125,"NABISCO, GOOD THINS, VEGGIE BLEND RICE SNACKS",Other Snacks,Nabisco Biscuit Company
129,574565,74265022121,CRACKED WHEAT WITH TOASTED VERMICELLI,Other Grains & Seeds,ZB Importing Inc.
130,392618,74027031705,"MW POLAR, SARDINES IN TOMATO SAUCE",Canned Seafood,Milky Way Int'L Trading Corp
131,932660,688267550782,"MILD CHEDDAR THICK SHREDDED CHEESE, MILD CHEDDAR",Cheese,"Ahold USA, Inc. "
132,393278,814026000841,MILWAUKEE BAY SPICY IPA MUSTARD & RUB,"Ketchup, Mustard, BBQ & Cheese Sauce","Food For Thought, Inc."
133,672200,71535072015,"SEEDLESS SOFT RYE BREAD, SEEDLESS SOFT RYE",Breads & Buns,"BIMBO BAKERIES USA, INC."
134,701450,36800064546,MIXED BEANS,Vegetable and Lentil Mixes,"Topco Associates, Inc."
135,566633,713733696357,GRANNY SMITH APPLES,Pre-Packaged Fruit & Vegetables,"Meijer, Inc."
136,971441,73402114507,"WHEAT SPLIT TOP PREMIUM BREAD, WHEAT",Breads & Buns,"Lepage Bakeries, Inc."
137,695278,21908110196,"PEANUT BUTTER BANANA THE ORIGINAL FRUIT & NUT FOOD BAR, PEANUT BUTTER BANANA","Snack, Energy & Granola Bars","Small Planet Foods, Inc."
138,513338,38020476123,JELLY,"Jam, Jelly & Fruit Spreads",NEW ENGLAND CRANBERRY
139,651608,52000135145,"THIRST QUENCHER, ORANGE",Sport Drinks,The Quaker Oats Co./gatorade-Van Camp
140,984039,22655306290,"HARDWOOD SMOKED TURKEY SAUSAGE, HARDWOOD SMOKED","Sausages, Hotdogs & Brats","Butterball, LLC"
141,926500,18894703501,"ASSORTED FLAVORS FREEZER POPS, ASSORTED",Ice Cream & Frozen Yogurt,"Big Y Foods, Inc."
142,700672,7789045922,"ENRICHED MACARONI PRODUCT, SPAGHETTI",Pasta by Shape & Type,"Wegmans Food Markets, Inc."
143,647698,72368720180,ITALIAN EXTRA VIRGIN OLIVE OIL,Vegetable & Cooking Oils,"George DeLallo Co., Inc."
144,932948,628834172245,"SALTED CARAMEL DESSERT BAR, SALTED CARAMEL","Cakes, Cupcakes, Snack Cakes",NOT A BRANDED ITEM
145,1005697,34000016006,"HERSHEY'S, POT OF GOLD, PECAN CARAMEL CLUSTERS CHOCOLATE",Chocolate,The Hershey Company
146,1087151,72655001046,"SWEET SESAME CHICKEN GRILLED CHICKEN BREAST WITH RICE AND VEGETABLES IN A SWEET & SPICY SESAME SAUCE MEAL, SWEET SESAME CHICKEN",Frozen Dinners & Entrees,"Conagra Brands, Inc."
147,557179,79893404233,ORGANIC TOMATO SAUCE,Tomatoes,Glencourt Inc.
148,452855,794504365405,HEAVY WHIPPING CREAM,Cream,"Paradise Eximport, Inc."
149,383416,76808000474,"PASTINA, ENRICHED MACARONI PRODUCT",Pasta by Shape & Type,Barilla G & R F.Lli S.P.A.
150,445107,86854062838,MILD PIMIENTO CHEESE,Cheese,Ingles Markets Inc.
151,383616,16291443846,ORGANIC SMOKED PAPRIKA,Herbs & Spices,Morton Bassett Inc.
152,676788,74175016586,"BUTTERMILK WAFFLES, BUTTERMILK","Frozen Pancakes, Waffles, French Toast & Crepes",STATER BROS.
153,535903,817169015178,DECORATED SHORTBREAD COOKIE,Cookies & Biscuits,EMOJI
154,592086,858657006933,SPARKLING WATER,Water,LIMITLESS
155,512449,812985016118,GREEN SEEDLESS GRAPES,Pre-Packaged Fruit & Vegetables,Sun World
156,865964,52083621108,"CALZONE MEATBALLS, PIZZA SAUCE & FOUR CHEESE FILLING IN A GOLDEN POCKET, CALZONE",Other Deli,Smithfield Packaged Meats Corp.
157,457023,732748013980,HARD CANDY LOLLIPOPS,Candy,"Dulces Beny, S.A. De C.V."
158,585361,41512084942,APPLE JUICE DRINK FROM CONCENTRATE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",SIMPLY VALUE
159,1030427,84114116642,"BACKYARD BARBEQUE POTATO CHIPS, BACKYARD BARBEQUE","Chips, Pretzels & Snacks","Snyder's-Lance, Inc."
160,1071079,41790002201,"RICH TASTE EXTRA VIRGIN OLIVE OIL, RICH",Vegetable & Cooking Oils,"Deoleo USA, Inc."
161,1025383,853584002287,"100% WHOLE GRAIN COUNTRY WHITE BREAD, COUNTRY WHITE",Breads & Buns,Canyon Bakehouse LLC
162,1018853,25293005556,"PEACH ALMONDMILK YOGURT ALTERNATIVE, PEACH",Yogurt,"Danone US, LLC"
163,839384,38003032001,CHORIZOS,"Sausages, Hotdogs & Brats",Federal Packing Of Pr Inc
164,906294,13800472342,"MAC & CHEESE BITES CRISPY BREADING STUFFED WITH MACARONI AND CREAMY CHEDDAR CHEESE, MAC & CHEESE",Frozen Appetizers & Hors D'oeuvres,Nestle Usa-Frozen Food Division
165,423444,65278300023,"SPLENDID CHOCOLATES, CHOCOLATE SANTA",Chocolate,Splendid Chocolates Ltd.
166,543247,11152286686,PREMIUM SWEET RICE,Rice,HAKUBAI
167,365705,11150253062,"ROUNDY'S, CREAMY MILK CHOCOLATE FROSTING",Baking Decorations & Dessert Toppings,ROUNDY'S
168,776062,41380001768,100% APPLE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Unified Grocers, Inc."
169,426505,31903037084,"FIESTA!, SODA, ORANGE",Soda,Bashas' Markets
170,486059,20024291,BERRY MEDLEY,Pre-Packaged Fruit & Vegetables,F&E
171,460545,35826099051,BREADED MOZZARELLA CHEESE STICKS,Frozen Appetizers & Hors D'oeuvres,Food Town Stores Inc.
172,854368,11210021259,"SLICED JALAPENO, NACHO","Pickles, Olives, Peppers & Relishes",McIlhenny Company
173,837552,47600591569,FAJITA MARIANDE,"Seasoning Mixes, Salts, Marinades & Tenderizers","B&G Foods North America, Inc. "
174,1058847,71673034135,ENRICHED HAMBURGER BUNS,Breads & Buns,"Bimbo Bakeries USA, Inc."
175,480679,32251072246,SPARKLING BEVERAGE,Water,Family Dollar Stores Inc.
176,920462,41318292602,"HONEY ALMOND SATISFYING COMBINATION OF CRUNCHY ALMONDS AND GOLDEN HONEY PREMIUM GRANOLA, HONEY ALMOND",Cereal,"Schnuck Markets, Inc."
177,603088,70784197463,"WHOLE KERNEL SUPERSWEET CORN, SUPERSWEET",Canned Vegetables,"Tops Markets, LLC"
178,889342,30000567708,"MULBERRY & CHIA OVERNIGHT OATS, MULBERRY & CHIA",Cereal,The Quaker Oats Company
179,911360,64777847671,CONVERSATION HEARTS CANDY,Candy,"Jo-Lee Food Products, Inc."
180,534017,638102662101,NUTRITION BARS,"Snack, Energy & Granola Bars",Eicotech Corporation
181,488005,85239724071,ICE CREAM,Ice Cream & Frozen Yogurt,Target Stores
182,462662,77890375518,RUM BUNS,Other Snacks,"Wegmans Food Markets, Inc."
183,895368,70253463181,"CINNAMON BEARS CANDY, CINNAMON BEARS",Candy,Nash Finch Company
184,903618,38000156496,"VANILLA CAPPUCCINO PROTEIN SHAKES, VANILLA CAPPUCCINO","Energy, Protein & Muscle Recovery Drinks",The Kellogg Company 
185,680822,15400839891,"PURE POWDERED SUGAR, PURE POWDERED","Granulated, Brown & Powdered Sugar",SHURFINE
186,1039171,41376511066,CANDY,Candy,"Frankford Candy, LLC"
187,645306,24000508229,"DEL MONTE, WHOLE PEELED TOMATOES",Tomatoes,Del Monte Foods Inc.
188,479332,41220985692,YELLOW MUSTARD,"Ketchup, Mustard, BBQ & Cheese Sauce",H E Butt Grocery Company
189,588051,78812007357,SLICED MUENSTER CHEESE,Cheese,MILLER'S
190,834436,787692837618,"CHOCOLATE CHIP BAKED NUTRITION COOKIES, CHOCOLATE CHIP",Cookies & Biscuits,Lenny & Larry's
191,439473,21130112395,SOFT RYE BREAD,Breads & Buns,"Safeway, Inc."
192,599247,15400998093,DICED YELLOW CLING PEACHES IN 100% JUICE,Canned Fruit,SHURFINE
193,1076663,824295137056,"SALTED ROASTED JUMBO CASHEWS, SALTED ROASTED","Popcorn, Peanuts, Seeds & Related Snacks","John B. Sanfilippo & Son, Inc."
194,487041,74175505035,MIXED VEGETABLES,Frozen Vegetables,Stater Bros. Markets Inc.
195,494561,90478216256,"JARRITOS, SODA, LIME",Soda,"Jarritos, Inc."
196,657916,3003407668,"DRESSING, ZESTY ITALIAN",Salad Dressing & Mayonnaise,"Giant Eagle, Inc."
197,445422,711535506690,WHOLE GRAIN BREAD,Breads & Buns,Star Markets Co.
198,914538,8906001057789,TANDOORI MASALA,"Seasoning Mixes, Salts, Marinades & Tenderizers",DESAI BROTHERS LTD.
199,374992,37600593205,"HORMEL, NATURAL CHOICE, ROTISSERIE SEASONED DELI CHICKEN BREAST","Pepperoni, Salami & Cold Cuts",Hormel Foods Corporation
200,812510,85164000271,"100% DURUM WHEAT SEMOLINA MACARONI PRODUCT, BUCATINI 14",Pasta by Shape & Type,Pastificio Lucio Garofalo Spa
201,464926,746646303715,GIARDENIERA,"Pickles, Olives, Peppers & Relishes",Overseas Food Dist Inc.
202,631180,41500805023,"ORIGINAL CAYENNE PEPPER REDHOT SAUCE, ORIGINAL CAYENNE PEPPER","Ketchup, Mustard, BBQ & Cheese Sauce","Reckitt Benckiser, Inc."
203,804051,810014150000,ORIGINAL WINE & GARLIC UNCURED ITALIAN SALAMI,"Pepperoni, Salami & Cold Cuts",Creminelli Fine Meats 
204,516232,748252802101,MEXICAN HOT CHOCOLATE ALMONDS,"Popcorn, Peanuts, Seeds & Related Snacks","Rje Trade International, Inc."
205,1062801,193476005553,2% REDUCED FAT MILK,Milk,"Topco Associates, Inc."
206,894896,888109113704,"PEPPERMINT CAKE WITH CREAMY FILLING, PEPPERMINT","Cakes, Cupcakes, Snack Cakes","Hostess Brands, LLC"
207,430348,720495929074,"T.G.I. FRIDAY'S, POTATO SKINS SNACK CHIPS, BACON RANCH","Chips, Pretzels & Snacks","Inventure Foods, Inc."
208,572065,75450135794,PREMIUM SUPER SWEET CUT CORN,Frozen Vegetables,"Hy-Vee, Inc."
209,724448,860277000604,"HUCKLEBERRY SHRUB, HUCKLEBERRY",Liquid Water Enhancer,SHIVELIGHT PREMIUM BEVERAGE CO.
210,452245,855229005240,DARK CHOCOLATE COVERED STRAWBERRIES,"Popcorn, Peanuts, Seeds & Related Snacks","Harvest Food Group, Inc."
211,413949,24000002437,SYRUP,Syrups & Molasses,Del Monte Foods Inc.
212,501118,602050110458,"TOMATILLO, GARLIC & LIME GREEN CHILE SALSA",Dips & Salsa,505 SOUTHWESTERN
213,505393,41303014202,"ESSENTIAL EVERYDAY, THICK SLICED BACON, HARDWOOD SMOKED","Bacon, Sausages & Ribs","Supervalu, Inc."
214,826126,78296158408,8 SUB BUNS,Breads & Buns,Gonnella Baking Company
215,576609,78742295404,FLAVORED ANTIOXIDANT BEVERAGE,Other Drinks,"Wal-Mart Stores, Inc."
216,896382,74175533076,"KEY LIME FLAVORED SPARKLING WATER BEVERAGE, KEY LIME",Water,Stater Bros. Markets Inc.
217,589786,853616007198,SOUP,Other Soups,FODMAPPED
218,430777,810253011681,"LAMBERTZ, ASSORTED COOKIES",Cookies & Biscuits,Henry Lambertz Inc.
219,874658,70038576600,"CHOCOLATE GRAHAM CRACKERS, CHOCOLATE",Cookies & Biscuits,"Associated Wholesale Grocers, Inc."
